record_id,strategy_sus,strategy_fs,strategy_nut
LEX-FAOC007249,0.0673098910407711,0.06782973059913974,0.10329180606262174
LEX-FAOC007253,0.18024926482030484,0.26715321605751147,0.25618640122545877
LEX-FAOC007260,0.06119891670445064,0.28121821837929983,0.29067365689039487
LEX-FAOC007277,0.0597642166171547,0.1704117290775808,0.2699942735445207
LEX-FAOC007278,0.18854982388268945,0.30475386533901283,0.28959365231972856
LEX-FAOC007283,0.04686095565986659,0.24783035178852608,0.25014774679647067
LEX-FAOC007284,0.032096773951368056,0.10829392039558566,0.05871781141600172
LEX-FAOC007285,0.08935303787556816,0.12826258624337927,0.19309258632416706
LEX-FAOC007298,-0.028056896336415598,0.018259627781830143,0.014055826463393052
LEX-FAOC007299,-0.016195003402055638,0.03337488660585829,0.003862884297245661
LEX-FAOC007300,0.01521283161470887,0.0799905004232056,0.029620447515285
LEX-FAOC007301,0.0086845333072757,0.08590105019760676,0.05227548487671654
LEX-FAOC007302,0.024728280771016985,0.1881173467094008,0.1859671507756889
LEX-FAOC007303,-0.02287909325037399,0.05462494718542959,0.041443720146311376
LEX-FAOC007304,0.015120629853834696,0.09379340734559535,0.0504244575998973
LEX-FAOC007305,0.032586330054602326,0.08128762378537936,0.039897996674507684
LEX-FAOC007306,0.019560067334630473,0.09476900702126581,0.05701554262797448
LEX-FAOC007307,0.02473560615529195,0.061659068741346613,0.04735551509644157
LEX-FAOC007309,-0.0026530975786816014,0.06955990881209183,0.07539863696001815
LEX-FAOC007310,-0.022871221611492024,0.02461402180452565,0.005622131453439934
LEX-FAOC007322,0.002224289163040758,0.1646248098525444,0.21933756662372728
LEX-FAOC007327,0.15575071885480657,0.2810181675466274,0.22837532271567712
LEX-FAOC007328,0.14563799254888515,0.37463927530948543,0.2493763111931269
LEX-FAOC007331,0.18642988130700638,0.3217980496643433,0.22972082701754598
LEX-FAOC007339,0.09115483001746859,0.25025040551726685,0.237276561151025
LEX-FAOC007340,0.12507339722989233,0.26620684604120387,0.23673545508758545
LEX-FAOC007357,0.15342466121712178,0.16554383486205282,0.20780147954456787
LEX-FAOC007415,0.12418304840017105,0.18689338365283836,0.17798680771006858
LEX-FAOC007426,0.1013588121337257,0.22061332120334518,0.16338612422849777
LEX-FAOC007428,0.02234042828806789,0.10449920489443543,0.00891793941836852
LEX-FAOC007470,0.158146160792499,0.35542602560495395,0.262404726291251
LEX-FAOC007476,0.09144909382425481,0.3296889693220425,0.34304774305147395
LEX-FAOC007483,0.21012824760024018,0.41596343454651286,0.33397161113363494
LEX-FAOC007484,0.18452920542783904,0.30012874444275894,0.27463134435193515
LEX-FAOC007488,0.086727947750123,0.16322502395913902,0.1502381591467343
LEX-FAOC007489,0.14216937071880983,0.3359915471235949,0.32003765893363895
LEX-FAOC007490,0.14386425699992267,0.3369206084029257,0.26752208387071824
LEX-FAOC007496,0.1821995023119859,0.33250969450764395,0.2514433752724218
LEX-FAOC007501,0.1372495504992537,0.24368666372243547,0.24835461308626283
LEX-FAOC007513,0.16257950298788848,0.38494986497946737,0.3488556880097126
LEX-FAOC007521,0.085383501760524,0.26451139316343164,0.2689367368985678
